model,max_context_tokens,version,experiment,global_turn,case_idx,case_followup,turn_type,context_tokens,context_fill,entropy_mean,logprob_mean,entropy_median,entropy_std,hedging_detected,hedge_words,num_hedge_words,refusal_detected,num_generated_tokens,response_preview,correct_answer,correct_answer_idx,model_answer,num_followups,final_context_fill,question_idx
Qwen/Qwen2.5-7B-Instruct,32768,v3,medqa_interactive,70,30,0,answer,27668,0.8444,0.19879667623360658,-0.09174958244900493,0.0017728660604916513,0.5114018894415733,False,,0,False,300,Thank you for the information. Given the 33-year-old man's presentation of fever and fatigue followi,Ehrlichiosis,A,"Thank you for the information. Given the 33-year-old man's presentation of fever and fatigue following a hiking trip in Alabama, it is important to evaluate for potential causes such as infections, pa",1,0.8444,4439
Qwen/Qwen2.5-7B-Instruct,32768,v3,medqa_interactive,71,31,0,answer,28004,0.8546,0.11635901947725434,-0.051598030001984416,0.002553801517933607,0.34863678378631857,False,,0,False,300,Thank you for the information. Given that the 32-year-old G1P0 woman is presenting to the emergency ,Cesarean section,B,"Thank you for the information. Given that the 32-year-old G1P0 woman is presenting to the emergency department at 34 weeks' gestation, it is important to evaluate for potential obstetric emergencies o",1,0.8546,9735
Qwen/Qwen2.5-7B-Instruct,32768,v3,medqa_interactive,72,32,0,answer,28351,0.8652,0.0874866255996047,-0.03705462283827546,0.00127164222067222,0.2727638647319549,False,,0,False,300,"Thank you for the information. Given that the 7-year-old boy developed paresthesias of the fingers, ",Precipitation of uric acid in renal tubules/tumor lysis syndrome,D,"Thank you for the information. Given that the 7-year-old boy developed paresthesias of the fingers, toes, and face after hospitalization for urgent chemotherapy to treat Burkitt’s lymphoma, it is impo",1,0.8652,4499
Qwen/Qwen2.5-7B-Instruct,32768,v3,medqa_interactive,73,33,0,answer,28688,0.8755,0.17370035409508178,-0.07369093064636821,0.003321084310300648,0.4252186526910272,False,,0,False,300,Thank you for the information. Given that a 58-year-old man was found on the floor at home by his da,Forced diuresis with intravenous (IV) fluids,A,"Thank you for the information. Given that a 58-year-old man was found on the floor at home by his daughter, it is important to evaluate for potential causes such as falls, cardiovascular issues, or ot",1,0.8755,2896
Qwen/Qwen2.5-7B-Instruct,32768,v3,medqa_interactive,74,34,0,answer,29034,0.886,0.0818626183623174,-0.0324611550384734,0.0008284730720333755,0.21546102137923495,False,,0,False,300,Thank you for the information. Given that an 8-year-old boy has been lethargic and has had several e,Intravenous hydration with 0.9% normal saline and insulin,A,"Thank you for the information. Given that an 8-year-old boy has been lethargic and has had several episodes of nausea and vomiting for the past day, it is important to evaluate for potential causes su",1,0.886,1479
Qwen/Qwen2.5-7B-Instruct,32768,v3,medqa_interactive,75,35,0,answer,29371,0.8963,0.040732305697402306,-0.01638645593898995,0.0013492436264641583,0.16366251568701795,False,,0,False,300,"Thank you for the information. Given that the 42-year-old man is presenting for a wellness checkup, ",Administer bicarbonate and repeat lab studies,A,"Thank you for the information. Given that the 42-year-old man is presenting for a wellness checkup, a comprehensive approach is essential to ensure his overall health and well-being. Here are the reco",1,0.8963,3372
Qwen/Qwen2.5-7B-Instruct,32768,v3,medqa_interactive,76,36,0,answer,29711,0.9067,0.119120570425165,-0.05316453753438104,0.0010664585861377418,0.36562398475645963,False,,0,False,300,Thank you for the information. Given that a 42-year-old woman is presenting to the emergency departm,Endoscopic retrograde cholangiopancreatography,A,"Thank you for the information. Given that a 42-year-old woman is presenting to the emergency department with persistent abdominal pain that started during dinner last night, it is important to evaluat",1,0.9067,4900
Qwen/Qwen2.5-7B-Instruct,32768,v3,medqa_interactive,77,37,0,answer,30053,0.9171,0.25260211715780145,-0.10169737154401465,0.01045053731650114,0.4820172062443064,False,,0,False,300,Thank you for the information. Given that a 4-year-old girl who was recently adopted has never seen ,Xerophthalmia,D,"Thank you for the information. Given that a 4-year-old girl who was recently adopted has never seen a doctor before, a comprehensive well-child visit is essential to ensure her overall health and deve",1,0.9171,3098
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,0,0,0,answer,86,0.0105,0.9582008189985086,-0.40075454568663604,0.6804799437522888,0.9127170719871743,True,may be,1,False,101,"Based on the symptoms presented, I suspect this child may be experiencing a mild iron deficiency ane",Microthrombi formation,C,"Based on the symptoms presented, I suspect this child may be experiencing a mild iron deficiency anemia. I recommend a complete blood count (CBC) to confirm the diagnosis and assess the severity of th",1,0.0105,9835
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,1,1,0,answer,228,0.0278,0.5782968729895245,-0.25186145080748046,0.24841652810573578,0.7357648749556404,True,may be,1,False,87,"Based on the symptoms presented, I suspect this patient may be experiencing a gastroenteritis or an ",Liver abscess,A,"Based on the symptoms presented, I suspect this patient may be experiencing a gastroenteritis or an acute appendicitis. I recommend a complete blood count (CBC) to assess for signs of infection, and a",1,0.0278,10113
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,2,2,0,answer,356,0.0435,0.8569227514912288,-0.33719321284037373,0.5287047624588013,0.9340242118451667,True,may be,1,False,83,"Based on the patient's admission, I suspect she may be experiencing postoperative complications such",Halothane,C,"Based on the patient's admission, I suspect she may be experiencing postoperative complications such as postoperative nausea and vomiting (PONV), bleeding, or infection. I recommend a comprehensive po",1,0.0435,6880
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,3,3,0,answer,488,0.0596,0.3710526441609867,-0.15725001981024184,0.08453434705734253,0.5547187945226957,True,may be,1,False,113,"Based on the symptoms presented, I suspect this patient may be experiencing a streptococcal pharyngi",CD21,D,"Based on the symptoms presented, I suspect this patient may be experiencing a streptococcal pharyngitis, also known as strep throat. I recommend a rapid antigen detection test (RADT) to confirm the di",1,0.0596,9974
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,4,4,0,answer,648,0.0791,0.5819631934189978,-0.22348609420919482,0.13331539183855057,0.8152402710362098,True,may be,1,False,82,"Based on the symptoms presented, I suspect this patient may be experiencing a severe allergic reacti",Fulminant hepatic failure,B,"Based on the symptoms presented, I suspect this patient may be experiencing a severe allergic reaction or anaphylaxis. I recommend immediate administration of epinephrine, followed by a comprehensive ",1,0.0791,397
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,5,5,0,answer,769,0.0939,0.3646827609219956,-0.13503112875590384,0.045892829075455666,0.6792732698412011,True,may be,1,False,74,"Based on the symptoms presented, I suspect this patient may be experiencing a gastroenteritis or a f",Verotoxin,B,"Based on the symptoms presented, I suspect this patient may be experiencing a gastroenteritis or a food-borne illness. I recommend a comprehensive evaluation, including a review of her medical history",1,0.0939,3795
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,6,6,0,answer,884,0.1079,0.17336212545654328,-0.05687840166134759,0.007643663324415684,0.4349620165412381,True,may be,1,False,87,"Based on the symptoms presented, I suspect this patient may be experiencing a gastroenteritis or an ",Burn out of pancreatic beta cells,B,"Based on the symptoms presented, I suspect this patient may be experiencing a gastroenteritis or an acute appendicitis. I recommend a complete blood count (CBC) to assess for signs of infection, and a",1,0.1079,8958
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,7,7,0,answer,1016,0.124,0.13208630154903303,-0.03887156839072694,0.009658073540776968,0.41344113764875245,True,may be,1,False,82,"Based on the symptoms presented, I suspect this patient may be experiencing a severe allergic reacti",Excessive mobilization of fatty acids,B,"Based on the symptoms presented, I suspect this patient may be experiencing a severe allergic reaction or anaphylaxis. I recommend immediate administration of epinephrine, followed by a comprehensive ",1,0.124,1018
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,8,8,0,answer,1137,0.1388,0.40798242706070004,-0.1729273303206853,0.044712090864777565,0.6803599768303893,True,may be,1,False,74,"Based on the symptoms presented, I suspect this infant may be experiencing a seizure disorder. I rec",Activates 1-alpha-hydroxylase,A,"Based on the symptoms presented, I suspect this infant may be experiencing a seizure disorder. I recommend a thorough evaluation, including a review of the infant's medical history, a physical examina",1,0.1388,1188
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,9,9,0,answer,1251,0.1527,0.32034160381091425,-0.1257046457463491,0.013673084322363138,0.691511438362771,True,may be,1,False,78,"Based on the symptoms presented, I suspect this patient may be experiencing a neurological disorder ",Astrocytes,C,"Based on the symptoms presented, I suspect this patient may be experiencing a neurological disorder such as dystonia or a movement disorder. I recommend a comprehensive evaluation, including a review ",1,0.1527,7835
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,10,10,0,answer,1371,0.1674,0.3466512822406668,-0.12684698768660427,0.016757387667894363,0.8167483291933552,True,may be,1,False,82,"Based on the symptoms presented, I suspect this patient may be experiencing a condition called hyper",Positive streptozyme test,B,"Based on the symptoms presented, I suspect this patient may be experiencing a condition called hyperthyroidism, which can cause facial puffiness and smoky urine. I recommend a comprehensive evaluation",1,0.1674,1432
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,11,11,0,answer,1495,0.1825,0.39448498097806894,-0.14672379798891583,0.06925191730260849,0.5824032376136682,False,,0,False,63,"Based on the absence of any complaints, I recommend a comprehensive physical examination, including ",No treatment is necessary,B,"Based on the absence of any complaints, I recommend a comprehensive physical examination, including a review of her medical history, a physical examination, and laboratory tests.

Recommended next ste",1,0.1825,7234
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,12,12,0,answer,1596,0.1948,0.27443291817309046,-0.1018451779425309,0.01733418647199869,0.49955279198583746,False,,0,False,64,"Based on the patient's concerns, I recommend a comprehensive cardiovascular risk assessment, includi",Vitamin E,C,"Based on the patient's concerns, I recommend a comprehensive cardiovascular risk assessment, including a review of his medical history, a physical examination, and laboratory tests.

Recommended next ",1,0.1948,3105
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,13,13,0,answer,1706,0.2083,0.38929646974760584,-0.1722487381763594,0.04028374329209328,0.6230477920791442,True,may be,1,False,89,"Based on the symptoms presented, I suspect this patient may be experiencing a urinary tract infectio",Tubules containing eosinophilic casts,C,"Based on the symptoms presented, I suspect this patient may be experiencing a urinary tract infection (UTI) or a kidney infection. I recommend a urinalysis and a urine culture to confirm the diagnosis",1,0.2083,9422
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,14,14,0,answer,1846,0.2253,0.20203139068886428,-0.0778091376916373,0.007362541509792209,0.5780587852919908,True,may be,1,False,74,"Based on the symptoms presented, I suspect this patient may be experiencing a bleeding disorder or a",Linear immunofluorescence deposits of IgG and C3 along GBM,C,"Based on the symptoms presented, I suspect this patient may be experiencing a bleeding disorder or a kidney disease. I recommend a comprehensive evaluation, including a review of his medical history, ",1,0.2253,3790
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,15,15,0,answer,1972,0.2407,0.08643312385309534,-0.03154090265416943,0.004170532338321209,0.1950971877122946,True,may be,1,False,81,"Based on the symptoms presented, I suspect this patient may be experiencing orthostatic hypotension,",Alpha 1 receptor activation,A,"Based on the symptoms presented, I suspect this patient may be experiencing orthostatic hypotension, which can cause lightheadedness when standing up. I recommend a comprehensive evaluation, including",1,0.2407,3502
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,16,16,0,answer,2091,0.2552,0.23627759199591697,-0.08041273372939348,0.009875667747110128,0.5050497534172271,False,,0,False,66,"Based on the patient's age and ethnicity, I recommend a comprehensive cardiovascular risk assessment","Recommend weight loss, more exercise, and a salt-restricted diet.",D,"Based on the patient's age and ethnicity, I recommend a comprehensive cardiovascular risk assessment, including a review of his medical history, a physical examination, and laboratory tests.

Recommen",1,0.2552,2106
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,17,17,0,answer,2193,0.2677,0.1056340807487004,-0.04042072029705679,0.003380298614501953,0.2802599170133224,False,,0,False,64,"Based on the patient's concerns, I recommend a comprehensive cardiovascular risk assessment, includi",Atorvastatin,A,"Based on the patient's concerns, I recommend a comprehensive cardiovascular risk assessment, including a review of his medical history, a physical examination, and laboratory tests.

Recommended next ",1,0.2677,1428
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,18,18,0,answer,2304,0.2812,0.18519872567009701,-0.047633459561697795,0.02413092367351055,0.3944700506136792,False,,0,False,65,"Based on the patient's age and pregnancy status, I recommend a comprehensive prenatal evaluation, in",Magnesium sulfate,C,"Based on the patient's age and pregnancy status, I recommend a comprehensive prenatal evaluation, including a review of her medical history, a physical examination, and laboratory tests.

Recommended ",1,0.2812,7203
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,19,19,0,answer,2407,0.2938,0.2674198360982228,-0.1275224029539683,0.006363662891089916,0.7901716580496588,True,may be,1,False,77,"Based on the symptoms presented, I suspect this patient may be experiencing a neurological disorder ",Heavy metal exposure,B,"Based on the symptoms presented, I suspect this patient may be experiencing a neurological disorder such as depression or a vitamin deficiency. I recommend a comprehensive evaluation, including a revi",1,0.2938,5154
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,20,20,0,answer,2534,0.3093,0.12243155587473153,-0.04217092160178172,0.0019471410778351128,0.4409020570764964,True,may be,1,False,78,"Based on the symptoms presented, I suspect this patient may be experiencing a neurological disorder ",Autosomal dominant,B,"Based on the symptoms presented, I suspect this patient may be experiencing a neurological disorder such as dystonia or a movement disorder. I recommend a comprehensive evaluation, including a review ",1,0.3093,4676
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,21,21,0,answer,2671,0.326,0.3796679548954671,-0.12403760211253712,0.04478459060192108,0.6814439234038283,True,may be,1,False,80,"Based on the patient's refusal to start medications despite counseling, I suspect she may be experie",Start metformin.,B,"Based on the patient's refusal to start medications despite counseling, I suspect she may be experiencing a lack of adherence to her treatment plan. I recommend a comprehensive evaluation, including a",1,0.326,1262
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,22,22,0,answer,2797,0.3414,0.2623301811890269,-0.07991939380315974,0.008234763517975807,0.5908415414164475,False,,0,False,75,Based on the patient's pregnancy status and the fact that she has been managed by a nurse practition,Severe preeclampsia,D,"Based on the patient's pregnancy status and the fact that she has been managed by a nurse practitioner, I recommend a comprehensive prenatal evaluation, including a review of her medical history, a ph",1,0.3414,9134
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,23,23,0,answer,2919,0.3563,0.3118705794903589,-0.12433934157718024,0.023713305592536926,0.6894570221830979,True,may be,1,False,72,"Based on the patient's symptoms, I suspect he may be experiencing a severe reaction to chemotherapy.",Allopurinol,A,"Based on the patient's symptoms, I suspect he may be experiencing a severe reaction to chemotherapy. I recommend a comprehensive evaluation, including a review of his medical history, a physical exami",1,0.3563,962
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,24,24,0,answer,3027,0.3695,0.15368889069749356,-0.06647903264964189,0.0034727591555565596,0.42170102561170575,True,may be,1,False,72,"Based on the symptoms presented, I suspect this patient may be experiencing a gastrointestinal bleed",Muddy brown casts,B,"Based on the symptoms presented, I suspect this patient may be experiencing a gastrointestinal bleeding or infection. I recommend a comprehensive evaluation, including a review of her medical history,",1,0.3695,485
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,25,25,0,answer,3162,0.386,0.11292265110399322,-0.03679599044726323,0.004621622618287802,0.2526248408145822,True,may be,1,False,79,"Based on the patient's symptoms, I suspect she may be experiencing a urinary tract infection (UTI) o",Corticosteroids,A,"Based on the patient's symptoms, I suspect she may be experiencing a urinary tract infection (UTI) or a kidney infection. I recommend a comprehensive evaluation, including a review of her medical hist",1,0.386,4477
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,26,26,0,answer,3292,0.4019,0.21043435751718603,-0.0860683980227245,0.0055170003324747086,0.4798995959180929,True,may be,1,False,78,"Based on the patient's symptoms, I suspect he may be experiencing a viral illness, such as a respira",Streptococcus pneumoniae,D,"Based on the patient's symptoms, I suspect he may be experiencing a viral illness, such as a respiratory or gastrointestinal infection. I recommend a comprehensive evaluation, including a review of hi",1,0.4019,3531
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,27,27,0,answer,3422,0.4177,0.11594296531424138,-0.04180784087350736,0.0020888078724965453,0.3137705608553081,True,may be,1,False,74,"Based on the patient's symptoms, I suspect he may be experiencing a respiratory infection, such as p","Collect sputum specimens for acid-fast bacilli smear microscopy, culture, and nucleic acid amplification",B,"Based on the patient's symptoms, I suspect he may be experiencing a respiratory infection, such as pneumonia. I recommend a comprehensive evaluation, including a review of his medical history, a physi",1,0.4177,664
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,28,28,0,answer,3549,0.4332,0.05874405359237034,-0.016368885911553943,0.004824554082006216,0.17797189184422238,False,,0,False,65,"Based on the patient's age and pregnancy status, I recommend a comprehensive prenatal evaluation, in",Hemoglobin electrophoresis,D,"Based on the patient's age and pregnancy status, I recommend a comprehensive prenatal evaluation, including a review of her medical history, a physical examination, and laboratory tests.

Recommended ",1,0.4332,8196
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,29,29,0,answer,3682,0.4495,0.13028313243325507,-0.04601764662899339,0.006724944105371833,0.32135715559436806,True,may be,1,False,72,"Based on the patient's symptoms and prenatal history, I suspect she may be experiencing preterm labo",Growth retardation,A,"Based on the patient's symptoms and prenatal history, I suspect she may be experiencing preterm labor. I recommend a comprehensive evaluation, including a review of her medical history, a physical exa",1,0.4495,1330
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,30,30,0,answer,3807,0.4647,0.1467598835867811,-0.053442563178083886,0.0021134103881195188,0.4327502194874134,True,may be,1,False,78,"Based on the patient's symptoms, I suspect he may be experiencing a viral illness, such as a respira",Ehrlichiosis,A,"Based on the patient's symptoms, I suspect he may be experiencing a viral illness, such as a respiratory or gastrointestinal infection. I recommend a comprehensive evaluation, including a review of hi",1,0.4647,4439
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,31,31,0,answer,3925,0.4791,0.049940832617917645,-0.014961268056651114,0.0025035408325493336,0.20407392258975934,False,,0,False,65,"Based on the patient's age and pregnancy status, I recommend a comprehensive prenatal evaluation, in",Cesarean section,B,"Based on the patient's age and pregnancy status, I recommend a comprehensive prenatal evaluation, including a review of her medical history, a physical examination, and laboratory tests.

Recommended ",1,0.4791,9735
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,32,32,0,answer,4040,0.4932,0.07691889941462351,-0.019271575384211006,0.0028576062759384513,0.2570665493860369,True,may be,1,False,72,"Based on the patient's symptoms, I suspect he may be experiencing a severe reaction to chemotherapy.",Precipitation of uric acid in renal tubules/tumor lysis syndrome,D,"Based on the patient's symptoms, I suspect he may be experiencing a severe reaction to chemotherapy. I recommend a comprehensive evaluation, including a review of his medical history, a physical exami",1,0.4932,4499
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,33,33,0,answer,4153,0.507,0.3091487265197232,-0.13277580840347208,0.015326895751059055,0.628996608234003,False,,0,False,83,"Based on the patient's age and the fact that he was found on the floor, I suspect he may have experi",Forced diuresis with intravenous (IV) fluids,A,"Based on the patient's age and the fact that he was found on the floor, I suspect he may have experienced a fall or other traumatic injury. I recommend a comprehensive evaluation, including a review o",1,0.507,2896
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,34,34,0,answer,4284,0.5229,0.12518424593155184,-0.05588034396071777,0.001767901936545968,0.4291229055970211,True,may be,1,False,75,"Based on the patient's symptoms, I suspect he may be experiencing gastroenteritis or an acute append",Intravenous hydration with 0.9% normal saline and insulin,A,"Based on the patient's symptoms, I suspect he may be experiencing gastroenteritis or an acute appendicitis. I recommend a comprehensive evaluation, including a review of his medical history, a physica",1,0.5229,1479
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,35,35,0,answer,4400,0.5371,0.30023742470731374,-0.10610935265750301,0.023989167995750904,0.5473488680621956,True,may be,1,False,94,"Based on the patient's age and the fact that he is presenting for a wellness checkup, I suspect he m",Administer bicarbonate and repeat lab studies,A,"Based on the patient's age and the fact that he is presenting for a wellness checkup, I suspect he may be at risk for various health issues, such as hypertension, diabetes, or cardiovascular disease. ",1,0.5371,3372
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,36,36,0,answer,4538,0.554,0.13986037929221828,-0.05579842512149775,0.0013479015324264765,0.4137444957087725,True,may be,1,False,79,"Based on the patient's symptoms, I suspect she may be experiencing a gastrointestinal infection, suc",Endoscopic retrograde cholangiopancreatography,A,"Based on the patient's symptoms, I suspect she may be experiencing a gastrointestinal infection, such as gastroenteritis or appendicitis. I recommend a comprehensive evaluation, including a review of ",1,0.554,4900
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,37,37,0,answer,4663,0.5692,0.16430502357088442,-0.0569503668656881,0.006315227597951889,0.33975670415806175,False,,0,False,71,"Based on the patient's age and the fact that she has never seen a doctor before, I recommend a compr",Xerophthalmia,D,"Based on the patient's age and the fact that she has never seen a doctor before, I recommend a comprehensive evaluation, including a review of her medical history, a physical examination, and laborato",1,0.5692,3098
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,38,38,0,answer,4780,0.5835,0.0721439098622648,-0.02991638638577047,0.001655955915339291,0.19232324769413423,False,,0,False,74,"Based on the patient's age and the fact that she has not seen a physician in 3 years, I recommend a ",Refer to surgery for parathyroidectomy,A,"Based on the patient's age and the fact that she has not seen a physician in 3 years, I recommend a comprehensive evaluation, including a review of her medical history, a physical examination, and lab",1,0.5835,3010
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,39,39,0,answer,4893,0.5973,0.22745504904266703,-0.08818874426291372,0.006643985165283084,0.5663274483384565,True,may be,1,False,88,"Based on the patient's symptoms, I suspect he may be experiencing a severe electrolyte imbalance, su",Normal saline,D,"Based on the patient's symptoms, I suspect he may be experiencing a severe electrolyte imbalance, such as hyponatremia, due to excessive fluid intake during the marathon. I recommend a comprehensive e",1,0.5973,8017
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,40,40,0,answer,5030,0.614,0.1837721259435923,-0.08365080039245532,0.001554191519971937,0.5022969193462589,True,may be,1,False,84,"Based on the patient's symptoms, I suspect he may be experiencing gastroenteritis or a bacterial inf",Administer intravenous 0.9% saline solution,A,"Based on the patient's symptoms, I suspect he may be experiencing gastroenteritis or a bacterial infection, such as salmonellosis or shigellosis. I recommend a comprehensive evaluation, including a re",1,0.614,9533
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,41,41,0,answer,5164,0.6304,0.2417005460360564,-0.11521455210836014,0.003064164542593062,0.5741570886809731,True,may be,1,False,84,"Based on the patient's symptoms, I suspect he may be experiencing fatigue due to underlying health i",Eplerenone,A,"Based on the patient's symptoms, I suspect he may be experiencing fatigue due to underlying health issues, such as anemia, hypothyroidism, or chronic fatigue syndrome. I recommend a comprehensive eval",1,0.6304,2325
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,42,42,0,answer,5287,0.6454,0.1724741614146088,-0.06819407877411454,0.0012202175566926599,0.5819359306192508,True,may be,1,False,83,"Based on the patient's symptoms, I suspect he may be experiencing a viral infection, such as roseola",Prednisone therapy,D,"Based on the patient's symptoms, I suspect he may be experiencing a viral infection, such as roseola or hand, foot, and mouth disease. I recommend a comprehensive evaluation, including a review of his",1,0.6454,63
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,43,43,0,answer,5413,0.6608,0.06259743798772643,-0.01170984241366918,0.008580446243286133,0.1719687535127469,False,,0,False,65,"Based on the patient's age and pregnancy status, I recommend a comprehensive prenatal evaluation, in",Colposcopy and biopsy now,B,"Based on the patient's age and pregnancy status, I recommend a comprehensive prenatal evaluation, including a review of her medical history, a physical examination, and laboratory tests.

Recommended ",1,0.6608,7530
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,44,44,0,answer,5518,0.6736,0.07994586767907438,-0.02243386233181975,0.002130278153344989,0.1978467511258927,True,may be,1,False,74,"Based on the patient's symptoms, I suspect he may be experiencing a seizure disorder, such as epilep",Plasma exchange therapy,B,"Based on the patient's symptoms, I suspect he may be experiencing a seizure disorder, such as epilepsy. I recommend a comprehensive evaluation, including a review of his medical history, a physical ex",1,0.6736,2591
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,45,45,0,answer,5631,0.6874,0.17987731388856895,-0.0742012224594135,0.0008533259388059378,0.538619393750907,True,may be,1,False,79,"Based on the patient's symptoms, I suspect she may be experiencing a viral infection, such as the fl",Direct Coombs test,B,"Based on the patient's symptoms, I suspect she may be experiencing a viral infection, such as the flu or a respiratory illness. I recommend a comprehensive evaluation, including a review of her medica",1,0.6874,3020
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,46,46,0,answer,5756,0.7026,0.05166402258323375,-0.01239016730060658,0.0006587587122339755,0.1790503266521077,True,may be,1,False,76,"Based on the patient's symptoms, I suspect he may be experiencing a respiratory infection, such as b",Type IV collagen antibody levels,B,"Based on the patient's symptoms, I suspect he may be experiencing a respiratory infection, such as bronchitis or pneumonia. I recommend a comprehensive evaluation, including a review of his medical hi",1,0.7026,2741
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,47,47,0,answer,5885,0.7184,0.19237084250451955,-0.07787249449878242,0.002907999325543642,0.5320238892419765,True,may be,1,False,79,"Based on the patient's symptoms, I suspect she may be experiencing a peripheral neuropathy, such as ",Serum parathyroid hormone (PTH) level,D,"Based on the patient's symptoms, I suspect she may be experiencing a peripheral neuropathy, such as diabetic neuropathy or a nerve compression. I recommend a comprehensive evaluation, including a revi",1,0.7184,86
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,48,48,0,answer,6002,0.7327,0.053516114591384625,-0.015315581531204894,0.0011599583085626364,0.19860970904970782,True,may be,1,False,79,"Based on the patient's symptoms, I suspect she may be experiencing a urinary tract infection (UTI) o",Pyelonephritis,A,"Based on the patient's symptoms, I suspect she may be experiencing a urinary tract infection (UTI) or a kidney infection. I recommend a comprehensive evaluation, including a review of her medical hist",1,0.7327,490
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,49,49,0,answer,6128,0.748,0.10251163861463479,-0.03312824571285675,0.006551943253725767,0.2419231715805812,True,may be,1,False,74,"Based on the patient's symptoms, I suspect she may be experiencing a psychotic disorder, such as sch",Stop risperidone,C,"Based on the patient's symptoms, I suspect she may be experiencing a psychotic disorder, such as schizophrenia. I recommend a comprehensive evaluation, including a review of her medical history, a phy",1,0.748,34
HuggingFaceTB/SmolLM2-1.7B-Instruct,8192,v3,medqa_interactive,50,50,0,answer,6247,0.7626,0.08829384418077443,-0.02432899730872376,0.0012667612172663212,0.27327114491212096,True,may be,1,False,79,"Based on the patient's symptoms, I suspect she may be experiencing a gastrointestinal infection, suc",A middle-aged overweight mother,B,"Based on the patient's symptoms, I suspect she may be experiencing a gastrointestinal infection, such as gastroenteritis or appendicitis. I recommend a comprehensive evaluation, including a review of ",1,0.7626,3275
