dataset,probe_variant,condition,layer,strength,signed_strength,prompt_idx,question,immediate,long_term,prompt,continuation,parsed_letter,parsed_semantic,parse_method,fallback_used,score_a,score_b,raw_vector_norm,steering_vector_norm
explicit_train,mm,steer_immediate,0,4.0,-4.0,3,The right choice is the one that:, (A) Provides instant gratification, (B) Yields delayed but greater rewards,"Your options are (A) Provides instant gratification and (B) Yields delayed but greater rewards.
The right choice is the one that:", (B) Yields delayed,B,choose_long_term,generation_parse,False,,,5.892388820648193,1.0000001192092896
explicit_train,mm,steer_immediate,0,4.0,-4.0,4,"In making this decision, what matters most is:", (B) Solving the current crisis, (A) Preventing future problems,"Your options are (B) Solving the current crisis and (A) Preventing future problems.
In making this decision, what matters most is:", (A) Preventing future,A,choose_long_term,generation_parse,False,,,5.892388820648193,1.0000001192092896
explicit_train,mm,steer_immediate,0,4.0,-4.0,5,The most important outcome is:, (A) Getting quick wins now, (B) Building sustainable advantage,"Your options are (A) Getting quick wins now and (B) Building sustainable advantage.
The most important outcome is:", (B) Building sustainable advantage,B,choose_long_term,generation_parse,False,,,5.892388820648193,1.0000001192092896
explicit_train,mm,steer_immediate,0,4.0,-4.0,6,How to proceed:, (B) Move fast and fix issues later, (A) Build it right from the start,"Your options are (B) Move fast and fix issues later and (A) Build it right from the start.
How to proceed:", (A) or (B,A,choose_long_term,generation_parse,False,,,5.892388820648193,1.0000001192092896
explicit_train,mm,steer_immediate,0,4.0,-4.0,7,Looking at this through the lens of:, (A) Present concerns, (B) Future generations,"Your options are (A) Present concerns and (B) Future generations.
Looking at this through the lens of:","  sustainability, which option would",A,choose_immediate,ab_logit_fallback,True,11.6640625,11.4140625,5.892388820648193,1.0000001192092896
explicit_train,mm,steer_long_term,0,8.0,8.0,0,The priority should be:, (A) Treating the symptoms now, (B) Curing the underlying disease,"Your options are (A) Treating the symptoms now and (B) Curing the underlying disease.
The priority should be:", (B) Curing the,B,choose_long_term,generation_parse,False,,,5.892388820648193,1.0000001192092896
explicit_train,mm,steer_long_term,0,8.0,8.0,1,The key factor to consider here is:, (A) What delivers immediate impact, (B) What compounds over time,"Your options are (A) What delivers immediate impact and (B) What compounds over time.
The key factor to consider here is:", what type of impact does the,A,choose_immediate,ab_logit_fallback,True,16.625,10.5625,5.892388820648193,1.0000001192092896
explicit_train,mm,steer_long_term,0,8.0,8.0,2,Success looks like:, (B) Instant results, (A) Compounding progress,"Your options are (B) Instant results and (A) Compounding progress.
Success looks like:", (A) Compounding progress,A,choose_long_term,generation_parse,False,,,5.892388820648193,1.0000001192092896
explicit_train,mm,steer_long_term,0,8.0,8.0,3,The right choice is the one that:, (A) Provides instant gratification, (B) Yields delayed but greater rewards,"Your options are (A) Provides instant gratification and (B) Yields delayed but greater rewards.
The right choice is the one that:", (B) Yields delayed,B,choose_long_term,generation_parse,False,,,5.892388820648193,1.0000001192092896
explicit_train,mm,steer_long_term,0,8.0,8.0,4,"In making this decision, what matters most is:", (B) Solving the current crisis, (A) Preventing future problems,"Your options are (B) Solving the current crisis and (A) Preventing future problems.
In making this decision, what matters most is:", (A) Preventing future,A,choose_long_term,generation_parse,False,,,5.892388820648193,1.0000001192092896
explicit_train,mm,steer_long_term,0,8.0,8.0,5,The most important outcome is:, (A) Getting quick wins now, (B) Building sustainable advantage,"Your options are (A) Getting quick wins now and (B) Building sustainable advantage.
The most important outcome is:", (B) Building sustainable advantage,B,choose_long_term,generation_parse,False,,,5.892388820648193,1.0000001192092896
explicit_train,mm,steer_long_term,0,8.0,8.0,6,How to proceed:, (B) Move fast and fix issues later, (A) Build it right from the start,"Your options are (B) Move fast and fix issues later and (A) Build it right from the start.
How to proceed:", (A) Build it right,A,choose_long_term,generation_parse,False,,,5.892388820648193,1.0000001192092896
explicit_train,mm,steer_long_term,0,8.0,8.0,7,Looking at this through the lens of:, (A) Present concerns, (B) Future generations,"Your options are (A) Present concerns and (B) Future generations.
Looking at this through the lens of:","  sustainability, which option is",A,choose_immediate,ab_logit_fallback,True,11.6640625,11.4140625,5.892388820648193,1.0000001192092896
explicit_train,mm,steer_immediate,0,8.0,-8.0,0,The priority should be:, (A) Treating the symptoms now, (B) Curing the underlying disease,"Your options are (A) Treating the symptoms now and (B) Curing the underlying disease.
The priority should be:", (B) Curing the,B,choose_long_term,generation_parse,False,,,5.892388820648193,1.0000001192092896
explicit_train,mm,steer_immediate,0,8.0,-8.0,1,The key factor to consider here is:, (A) What delivers immediate impact, (B) What compounds over time,"Your options are (A) What delivers immediate impact and (B) What compounds over time.
The key factor to consider here is:", the nature of the impact that,A,choose_immediate,ab_logit_fallback,True,16.625,10.5625,5.892388820648193,1.0000001192092896
explicit_train,mm,steer_immediate,0,8.0,-8.0,2,Success looks like:, (B) Instant results, (A) Compounding progress,"Your options are (B) Instant results and (A) Compounding progress.
Success looks like:", (A) Compounding progress,A,choose_long_term,generation_parse,False,,,5.892388820648193,1.0000001192092896
explicit_train,mm,steer_immediate,0,8.0,-8.0,3,The right choice is the one that:, (A) Provides instant gratification, (B) Yields delayed but greater rewards,"Your options are (A) Provides instant gratification and (B) Yields delayed but greater rewards.
The right choice is the one that:", (B) Yields delayed,B,choose_long_term,generation_parse,False,,,5.892388820648193,1.0000001192092896
explicit_train,mm,steer_immediate,0,8.0,-8.0,4,"In making this decision, what matters most is:", (B) Solving the current crisis, (A) Preventing future problems,"Your options are (B) Solving the current crisis and (A) Preventing future problems.
In making this decision, what matters most is:", (A) Preventing future,A,choose_long_term,generation_parse,False,,,5.892388820648193,1.0000001192092896
explicit_train,mm,steer_immediate,0,8.0,-8.0,5,The most important outcome is:, (A) Getting quick wins now, (B) Building sustainable advantage,"Your options are (A) Getting quick wins now and (B) Building sustainable advantage.
The most important outcome is:", (B) Building sustainable advantage,B,choose_long_term,generation_parse,False,,,5.892388820648193,1.0000001192092896
explicit_train,mm,steer_immediate,0,8.0,-8.0,6,How to proceed:, (B) Move fast and fix issues later, (A) Build it right from the start,"Your options are (B) Move fast and fix issues later and (A) Build it right from the start.
How to proceed:", (A) or (B,A,choose_long_term,generation_parse,False,,,5.892388820648193,1.0000001192092896
explicit_train,mm,steer_immediate,0,8.0,-8.0,7,Looking at this through the lens of:, (A) Present concerns, (B) Future generations,"Your options are (A) Present concerns and (B) Future generations.
Looking at this through the lens of:","  sustainability, which option would",A,choose_immediate,ab_logit_fallback,True,11.6640625,11.4140625,5.892388820648193,1.0000001192092896
explicit_train,mm,steer_long_term,12,0.0,0.0,0,The priority should be:, (A) Treating the symptoms now, (B) Curing the underlying disease,"Your options are (A) Treating the symptoms now and (B) Curing the underlying disease.
The priority should be:", (B) Curing the,B,choose_long_term,generation_parse,False,,,21.62214469909668,1.0
explicit_train,mm,steer_long_term,12,0.0,0.0,1,The key factor to consider here is:, (A) What delivers immediate impact, (B) What compounds over time,"Your options are (A) What delivers immediate impact and (B) What compounds over time.
The key factor to consider here is:", the nature of the impact that,A,choose_immediate,ab_logit_fallback,True,16.625,10.5625,21.62214469909668,1.0
explicit_train,mm,steer_long_term,12,0.0,0.0,2,Success looks like:, (B) Instant results, (A) Compounding progress,"Your options are (B) Instant results and (A) Compounding progress.
Success looks like:", (A) Compounding progress,A,choose_long_term,generation_parse,False,,,21.62214469909668,1.0
explicit_train,mm,steer_long_term,12,0.0,0.0,3,The right choice is the one that:, (A) Provides instant gratification, (B) Yields delayed but greater rewards,"Your options are (A) Provides instant gratification and (B) Yields delayed but greater rewards.
The right choice is the one that:", (B) Yields delayed,B,choose_long_term,generation_parse,False,,,21.62214469909668,1.0
explicit_train,mm,steer_long_term,12,0.0,0.0,4,"In making this decision, what matters most is:", (B) Solving the current crisis, (A) Preventing future problems,"Your options are (B) Solving the current crisis and (A) Preventing future problems.
In making this decision, what matters most is:", (A) Preventing future,A,choose_long_term,generation_parse,False,,,21.62214469909668,1.0
explicit_train,mm,steer_long_term,12,0.0,0.0,5,The most important outcome is:, (A) Getting quick wins now, (B) Building sustainable advantage,"Your options are (A) Getting quick wins now and (B) Building sustainable advantage.
The most important outcome is:", (B) Building sustainable advantage,B,choose_long_term,generation_parse,False,,,21.62214469909668,1.0
explicit_train,mm,steer_long_term,12,0.0,0.0,6,How to proceed:, (B) Move fast and fix issues later, (A) Build it right from the start,"Your options are (B) Move fast and fix issues later and (A) Build it right from the start.
How to proceed:", (A) Build it right,A,choose_long_term,generation_parse,False,,,21.62214469909668,1.0
explicit_train,mm,steer_long_term,12,0.0,0.0,7,Looking at this through the lens of:, (A) Present concerns, (B) Future generations,"Your options are (A) Present concerns and (B) Future generations.
Looking at this through the lens of:","  sustainability, which option is",A,choose_immediate,ab_logit_fallback,True,11.6640625,11.4140625,21.62214469909668,1.0
explicit_train,mm,steer_immediate,12,0.0,-0.0,0,The priority should be:, (A) Treating the symptoms now, (B) Curing the underlying disease,"Your options are (A) Treating the symptoms now and (B) Curing the underlying disease.
The priority should be:", (B) Curing the,B,choose_long_term,generation_parse,False,,,21.62214469909668,1.0
